가구고유번호,소비지출,지출_소비지출_식료품_외식비,지출_소비지출_주거비,지출_소비지출_교육비_보육료포함,지출_소비지출_의료비,지출_소비지출_교통비,지출_소비지출_통신비,지출_소비지출_경조비및기타소비지출
223501201,0,0,0,0,0,0,0,0
223501221,0,0,0,0,0,0,0,0
223501231,0,0,0,0,0,0,0,0
223501261,321,165,120,0,12,0,12,12
223503341,2420,600,360,600,100,420,240,100
223503351,2316,1200,228,0,120,120,168,480
223503371,0,0,0,0,0,0,0,0
223503381,0,0,0,0,0,0,0,0
223503391,0,0,0,0,0,0,0,0
223600211,0,0,0,0,0,0,0,0
223600221,0,0,0,0,0,0,0,0
223600231,0,0,0,0,0,0,0,0
223600241,1887,500,200,65,210,470,192,250
223600261,983,360,192,0,108,48,55,220
223600271,0,0,0,0,0,0,0,0
224200201,2030,360,920,0,100,240,50,360
224200221,2354,960,180,0,180,600,144,290
224200301,1792,1200,72,0,50,240,120,110
224200311,566,120,136,0,0,120,60,130
224200321,1727,360,180,0,11,240,240,696
224200331,2088,300,300,0,630,240,288,330
224200371,3026,360,240,500,36,720,300,870
224200391,0,0,0,0,0,0,0,0
224201211,3124,600,300,900,100,400,324,500
224201221,2830,700,510,540,30,300,150,600
224201231,3480,800,240,1200,100,400,240,500
224201241,321,100,180,0,0,0,5,36
224201291,2196,600,240,0,36,360,240,720
224501231,0,0,0,0,0,0,0,0
224501241,0,0,0,0,0,0,0,0
224501251,0,0,0,0,0,0,0,0
224501261,0,0,0,0,0,0,0,0
224501271,0,0,0,0,0,0,0,0
224501281,0,0,0,0,0,0,0,0
224501291,0,0,0,0,0,0,0,0
224503301,0,0,0,0,0,0,0,0
224503311,0,0,0,0,0,0,0,0
224503331,0,0,0,0,0,0,0,0
225200201,687,120,350,0,3,5,9,200
225200211,2552,700,144,0,0,120,78,1510
225200221,1095,360,150,0,205,60,120,200
225200241,1057,300,600,0,20,50,7,80
225200281,4056,1200,300,1000,36,600,300,620
225200321,2510,600,66,0,300,740,144,660
225200351,0,0,0,0,0,0,0,0
225200361,0,0,0,0,0,0,0,0
225200371,0,0,0,0,0,0,0,0
225200381,0,0,0,0,0,0,0,0
225201231,488,360,60,0,0,12,36,20
225201251,3218,840,216,650,400,300,192,620
225201281,1812,360,300,0,120,360,192,480
225501201,3007,720,240,0,450,35,62,1500
225501211,2340,1200,240,0,10,120,240,530
225501231,0,0,0,0,0,0,0,0
225503371,2420,300,240,1100,200,200,180,200
225503381,1204,120,360,144,240,60,100,180
225503391,2136,360,216,600,120,240,360,240
226200211,4570,1000,540,1800,20,400,160,650
226200221,2443,1300,252,0,45,150,96,600
226200241,4180,2400,180,0,120,500,300,680
226200251,2543,600,300,0,700,350,300,293
226200341,3970,1200,360,1200,30,240,240,700
226200351,3250,300,350,400,150,700,350,1000
226200391,1558,354,540,0,238,72,108,246
226201201,1536,360,156,0,0,360,60,600
226501281,0,0,0,0,0,0,0,0
226501291,0,0,0,0,0,0,0,0
226503301,1599,240,414,0,65,240,120,520
226503311,744,240,180,0,36,20,18,250
226503331,0,0,0,0,0,0,0,0
226503341,0,0,0,0,0,0,0,0
226503351,0,0,0,0,0,0,0,0
227200201,2355,740,153,640,130,200,252,240
227200241,1918,400,438,170,10,600,200,100
227200261,2188,592,240,0,200,300,276,580
227200271,4158,840,420,1200,100,420,98,1080
227200281,4080,960,336,800,60,720,324,880
227200321,933,300,396,0,36,60,36,105
227200341,4210,840,360,600,350,700,250,1110
227200371,3300,960,400,0,500,400,240,800
227200391,1970,400,220,0,852,48,70,380
227501201,0,0,0,0,0,0,0,0
227501221,2210,500,180,800,10,360,150,210
227503341,0,0,0,0,0,0,0,0
227503351,0,0,0,0,0,0,0,0
227503361,0,0,0,0,0,0,0,0
227503371,0,0,0,0,0,0,0,0
227503381,0,0,0,0,0,0,0,0
227503391,0,0,0,0,0,0,0,0
228200251,599,120,324,0,10,60,60,25
228200261,3665,720,300,1775,50,100,240,480
228200271,4540,1440,420,0,120,600,360,1600
228200301,1246,600,74,0,50,190,92,240
228200321,5898,1600,879,600,0,940,279,1600
228200351,1138,240,187,0,425,12,50,224
228200361,2527,600,261,420,96,480,300,370
228200381,3188,600,286,440,50,852,360,600
228200391,555,230,100,0,100,50,15,60
228503301,0,0,0,0,0,0,0,0
228503311,2850,500,240,0,350,800,240,720
229200201,3600,800,420,1000,20,480,360,520
229200231,854,240,120,0,60,180,84,170
229200241,2422,1500,252,0,200,120,50,300
229200251,982,180,504,0,10,12,36,240
229200291,2550,360,60,720,60,720,120,510
229200301,805,300,150,0,100,20,15,220
229200311,493,240,130,0,10,35,20,58
229200361,0,0,0,0,0,0,0,0
229200381,0,0,0,0,0,0,0,0
230200221,1345,600,345,0,292,20,43,45
230200251,1802,750,80,0,662,100,110,100
230200261,2150,720,230,360,360,120,210,150
230200291,2616,800,600,600,30,156,180,250
230200301,4920,360,360,700,500,1200,400,1400
230200331,1990,600,220,300,350,180,140,200
230200341,3606,950,346,0,220,1000,270,820
230200351,3506,1200,360,420,520,180,216,610
230200371,0,0,0,0,0,0,0,0
230201211,0,0,0,0,0,0,0,0
230201251,0,0,0,0,0,0,0,0
230201261,0,0,0,0,0,0,0,0
230201271,0,0,0,0,0,0,0,0
230300201,0,0,0,0,0,0,0,0
230400201,0,0,0,0,0,0,0,0
230500201,0,0,0,0,0,0,0,0
230502211,0,0,0,0,0,0,0,0
230502221,1284,360,240,120,120,120,144,180
230502231,1576,600,220,160,20,160,276,140
230504301,1755,144,371,0,20,960,150,110
230504321,1354,240,144,0,30,216,384,340
230504371,0,0,0,0,0,0,0,0
230504391,451,150,202,0,4,8,42,45
230600201,998,300,168,0,0,180,216,134
230600211,2840,1000,240,240,60,700,300,300
230600221,1760,500,100,600,100,120,120,220
230600231,5746,1800,480,1800,120,480,216,850
230600241,632,240,226,0,84,12,10,60
230600251,1264,200,220,0,360,180,84,220
230600261,1000,160,240,0,240,60,120,180
230600281,1420,360,180,0,0,360,240,280
230600291,782,180,192,0,10,120,10,270
230600301,0,0,0,0,0,0,0,0
230600311,0,0,0,0,0,0,0,0
230600321,0,0,0,0,0,0,0,0
230600331,0,0,0,0,0,0,0,0
230600341,0,0,0,0,0,0,0,0
230600351,0,0,0,0,0,0,0,0
230600371,0,0,0,0,0,0,0,0
230600391,0,0,0,0,0,0,0,0
231200231,3899,1440,264,1200,200,120,108,567
231200241,3088,1200,588,100,50,200,250,700
231200261,0,0,0,0,0,0,0,0
231200291,0,0,0,0,0,0,0,0
231200321,0,0,0,0,0,0,0,0
231200331,0,0,0,0,0,0,0,0
231200371,1993,300,366,0,232,130,230,735
231200381,1097,360,105,0,60,72,120,380
231201221,0,0,0,0,0,0,0,0
231201241,0,0,0,0,0,0,0,0
231201251,0,0,0,0,0,0,0,0
231201281,0,0,0,0,0,0,0,0
231600201,1530,600,130,0,20,300,120,360
231600221,1280,120,120,500,70,60,50,360
231600231,6040,1100,650,0,0,1670,420,2200
231600241,2786,1800,360,0,70,240,96,220
231600251,1610,360,750,0,100,120,120,160
231600261,1282,120,556,80,0,36,480,10
231600271,724,250,96,0,60,78,90,150
231600281,804,540,121,0,10,10,108,15
231600301,0,0,0,0,0,0,0,0
231600311,0,0,0,0,0,0,0,0
231600331,0,0,0,0,0,0,0,0
231600341,0,0,0,0,0,0,0,0
231600381,0,0,0,0,0,0,0,0
232200201,0,0,0,0,0,0,0,0
232200211,0,0,0,0,0,0,0,0
232200221,0,0,0,0,0,0,0,0
232200231,0,0,0,0,0,0,0,0
232200241,0,0,0,0,0,0,0,0
232200251,0,0,0,0,0,0,0,0
232200281,0,0,0,0,0,0,0,0
232200351,2460,980,200,100,20,200,360,600
232201211,0,0,0,0,0,0,0,0
232201251,0,0,0,0,0,0,0,0
232600201,262,50,60,0,100,20,12,20
232600211,1620,960,276,0,200,24,30,130
232600221,2300,700,120,0,90,600,180,610
232600231,2859,480,720,634,25,300,360,340
232600241,1466,600,360,240,24,72,120,50
232600261,0,0,0,0,0,0,0,0
232600271,0,0,0,0,0,0,0,0
232600281,0,0,0,0,0,0,0,0
232600301,0,0,0,0,0,0,0,0
232600321,0,0,0,0,0,0,0,0
232600331,0,0,0,0,0,0,0,0
232600341,0,0,0,0,0,0,0,0
232600351,0,0,0,0,0,0,0,0
233200211,0,0,0,0,0,0,0,0
233200261,0,0,0,0,0,0,0,0
233200271,0,0,0,0,0,0,0,0
233200311,1592,600,120,240,120,120,192,200
233200331,1951,480,216,168,20,516,108,443
233200361,1075,250,159,0,20,240,96,310
233200381,7280,800,700,1800,600,1200,480,1700
233201201,0,0,0,0,0,0,0,0
233201211,0,0,0,0,0,0,0,0
233201221,0,0,0,0,0,0,0,0
233201241,1365,500,55,0,300,330,50,130
233201251,3124,1200,168,600,100,360,180,516
233201281,969,500,123,0,100,96,60,90
233600201,0,0,0,0,0,0,0,0
233600221,0,0,0,0,0,0,0,0
233600231,0,0,0,0,0,0,0,0
234200251,0,0,0,0,0,0,0,0
234200261,0,0,0,0,0,0,0,0
234200291,0,0,0,0,0,0,0,0
234200301,0,0,0,0,0,0,0,0
234200331,0,0,0,0,0,0,0,0
234201211,583,240,90,0,10,84,84,75
234201221,2600,600,240,800,240,180,180,360
234201271,0,0,0,0,0,0,0,0
234201281,0,0,0,0,0,0,0,0
235200231,1462,360,170,522,120,60,180,50
235200241,2740,600,420,0,300,120,500,800
235200251,4150,1000,320,1500,180,180,320,650
235200261,1166,360,216,0,240,170,50,130
235200291,2940,550,250,700,290,450,400,300
235200321,0,0,0,0,0,0,0,0
235200331,3200,960,360,840,200,400,120,320
235200351,2010,500,300,250,20,240,250,450
235200361,1260,300,210,70,40,120,150,370
235200371,1410,350,360,0,20,240,90,350
235200391,366,60,276,0,5,12,8,5
235201241,2830,650,550,450,800,75,180,125
235201251,442,120,85,0,190,12,29,6
235501261,1026,192,234,240,50,84,46,180
235501271,1218,240,444,0,400,10,84,40
235501281,540,300,75,0,20,12,73,60
235501291,3672,1200,312,0,360,960,240,600
236200211,540,250,120,0,60,5,45,60
236200231,2492,720,250,181,141,300,120,780
236200261,522,240,132,0,96,10,25,19
236200271,7556,1200,420,5600,100,30,156,50
236200281,3960,1080,360,600,240,600,360,720
236200311,4000,720,160,1500,120,60,290,1150
236200341,762,120,200,0,240,25,27,150
236200351,1560,360,300,0,60,60,120,660
236200361,2640,1200,120,0,0,480,180,660
236200381,0,0,0,0,0,0,0,0
236501201,1839,600,120,0,15,720,84,300
236501221,1055,360,100,0,450,24,24,97
236501231,3038,600,200,1088,200,190,360,400
236501271,4016,1920,480,0,120,276,120,1100
236503371,1572,480,336,0,40,60,96,560
236503391,285,80,100,0,50,10,10,35
237200241,280,200,12,0,0,12,36,20
237200281,1800,600,320,0,20,360,150,350
237200321,1960,480,144,150,10,96,240,840
237200341,370,120,96,0,60,15,9,70
237200351,455,100,120,0,150,15,0,70
237200371,0,0,0,0,0,0,0,0
237501261,0,0,0,0,0,0,0,0
237501271,0,0,0,0,0,0,0,0
237501281,0,0,0,0,0,0,0,0
237501291,0,0,0,0,0,0,0,0
237503311,2250,850,250,300,100,360,180,210
237503321,4536,960,360,1200,96,360,300,1260
237503331,960,250,290,0,60,70,60,230
238200211,1046,200,300,0,270,120,36,120
238200251,2600,600,780,0,600,240,150,230
238200281,4096,720,276,1800,30,360,300,610
238200291,2656,600,156,780,200,150,480,290
238200321,1116,430,98,0,30,240,38,280
238200391,0,0,0,0,0,0,0,0
238501201,0,0,0,0,0,0,0,0
238501291,0,0,0,0,0,0,0,0
238503311,0,0,0,0,0,0,0,0
239200221,1163,600,207,0,60,72,50,174
239200231,1300,300,200,0,50,130,150,470
239200241,465,90,180,0,100,15,20,60
239200301,0,0,0,0,0,0,0,0
239200311,0,0,0,0,0,0,0,0
239501211,0,0,0,0,0,0,0,0
239501231,0,0,0,0,0,0,0,0
239501241,0,0,0,0,0,0,0,0
239501251,0,0,0,0,0,0,0,0
239501261,0,0,0,0,0,0,0,0
239501271,0,0,0,0,0,0,0,0
239501281,0,0,0,0,0,0,0,0
239503371,0,0,0,0,0,0,0,0
239503381,5818,2160,708,1560,0,600,360,430
239503391,2005,360,1116,0,24,360,95,50
240200261,1980,960,240,0,0,240,180,360
240200331,4186,1000,194,1800,100,360,360,372
240200341,0,0,0,0,0,0,0,0
240200371,0,0,0,0,0,0,0,0
240200381,0,0,0,0,0,0,0,0
240201211,1619,432,344,0,257,160,84,342
240201241,2562,480,384,60,10,540,288,800
240201311,1640,360,180,0,100,420,180,400
240201331,0,0,0,0,0,0,0,0
240201341,0,0,0,0,0,0,0,0
240201361,0,0,0,0,0,0,0,0
240201391,0,0,0,0,0,0,0,0
240300301,0,0,0,0,0,0,0,0
240400211,0,0,0,0,0,0,0,0
240400301,3040,960,600,100,300,456,204,420
240500201,1150,520,100,0,50,40,240,200
240502231,0,0,0,0,0,0,0,0
240502241,0,0,0,0,0,0,0,0
240502251,0,0,0,0,0,0,0,0
240502271,714,6,36,0,360,20,36,256
240502291,0,0,0,0,0,0,0,0
240505331,0,0,0,0,0,0,0,0
240505341,0,0,0,0,0,0,0,0
240600211,0,0,0,0,0,0,0,0
240600221,0,0,0,0,0,0,0,0
240600231,0,0,0,0,0,0,0,0
240600241,0,0,0,0,0,0,0,0
240600251,0,0,0,0,0,0,0,0
240600261,0,0,0,0,0,0,0,0
240600271,0,0,0,0,0,0,0,0
240600281,0,0,0,0,0,0,0,0
240600301,0,0,0,0,0,0,0,0
240600311,503,250,85,0,10,20,8,130
240600321,0,0,0,0,0,0,0,0
240600331,2466,720,36,740,130,360,20,460
240600341,1360,240,160,600,0,60,140,160
240600351,1029,840,63,0,30,10,62,24
240600361,0,0,0,0,0,0,0,0
240600371,0,0,0,0,0,0,0,0
240600381,316,90,57,0,5,80,39,45
240600391,4704,1800,504,700,400,200,60,1040
241200221,1658,840,210,0,240,60,48,260
241200231,1126,200,348,0,300,100,48,130
241200261,817,289,300,0,80,30,60,58
241200281,579,200,250,0,0,55,24,50
241200291,1345,475,240,0,7,97,60,466
241200371,0,0,0,0,0,0,0,0
241201331,3995,1200,579,80,240,600,276,1020
241201361,0,0,0,0,0,0,0,0
241201371,0,0,0,0,0,0,0,0
241502201,0,0,0,0,0,0,0,0
241600201,0,0,0,0,0,0,0,0
241600211,0,0,0,0,0,0,0,0
241600221,0,0,0,0,0,0,0,0
241600231,0,0,0,0,0,0,0,0
241600251,0,0,0,0,0,0,0,0
241600261,0,0,0,0,0,0,0,0
241600271,0,0,0,0,0,0,0,0
241600291,0,0,0,0,0,0,0,0
241600311,0,0,0,0,0,0,0,0
241600331,0,0,0,0,0,0,0,0
241600341,0,0,0,0,0,0,0,0
241600351,5424,2800,1140,0,200,340,244,700
241600371,0,0,0,0,0,0,0,0
241600381,0,0,0,0,0,0,0,0
241600391,0,0,0,0,0,0,0,0
242200211,1661,480,276,0,73,420,192,220
242200251,2270,500,520,800,50,100,150,150
242200281,5845,600,1200,1920,105,600,240,1180
242200311,2160,600,250,0,300,350,360,300
242200331,2850,960,730,240,50,240,360,270
242200361,0,0,0,0,0,0,0,0
242201301,0,0,0,0,0,0,0,0
242502201,2005,580,214,0,550,66,72,523
242502211,1596,360,96,0,100,240,100,700
242502221,2270,360,192,300,200,600,228,390
242502231,1802,600,276,120,150,288,168,200
242502261,0,0,0,0,0,0,0,0
242600201,0,0,0,0,0,0,0,0
242600211,0,0,0,0,0,0,0,0
242600221,0,0,0,0,0,0,0,0
242600231,0,0,0,0,0,0,0,0
242600301,0,0,0,0,0,0,0,0
242600321,0,0,0,0,0,0,0,0
242600341,0,0,0,0,0,0,0,0
242600351,0,0,0,0,0,0,0,0
242600361,0,0,0,0,0,0,0,0
243200221,3933,1200,330,1320,30,180,243,630
243200261,2649,405,252,600,300,420,288,384
243200271,1201,278,162,0,35,189,230,307
243200291,849,240,251,0,216,30,0,112
243200301,0,0,0,0,0,0,0,0
243200311,0,0,0,0,0,0,0,0
243200331,6470,960,300,2900,300,960,300,750
243200341,4600,1200,600,1440,60,360,240,700
243200361,5000,1200,300,1200,200,360,300,1440
244200231,951,148,324,0,243,65,84,87
244200301,1140,360,180,0,120,40,30,410
244200311,766,180,80,0,150,50,36,270
244200351,0,0,0,0,0,0,0,0
244200391,2784,360,800,0,90,484,280,770
245200211,1509,425,252,132,75,183,108,334
245200221,2992,636,288,0,1805,38,36,189
245200291,2278,480,264,300,50,520,324,340
245200301,930,190,85,0,400,30,45,180
245200311,2596,600,240,480,500,480,96,200
245200321,3560,1200,420,720,30,480,360,350
245200331,148,30,60,0,10,10,8,30
245200341,1282,240,60,0,240,420,72,250
245200371,0,0,0,0,0,0,0,0
245200381,3270,360,610,0,0,840,360,1100
246200201,2590,820,480,0,60,120,120,990
246200211,6426,800,1266,2960,20,300,300,780
246200231,774,240,150,0,180,18,36,150
246200261,3097,480,372,1200,26,280,204,535
246200271,3135,360,360,1200,220,360,215,420
246200281,1559,526,270,120,35,117,136,355
246200291,3348,360,468,600,800,300,180,640
246200321,5466,1560,444,1500,100,250,262,1350
246200331,0,0,0,0,0,0,0,0
246200341,0,0,0,0,0,0,0,0
246200351,0,0,0,0,0,0,0,0
246200361,0,0,0,0,0,0,0,0
246200391,0,0,0,0,0,0,0,0
246504301,1954,720,240,60,200,240,216,278
246504311,2434,720,240,324,24,300,276,550
246504321,1696,240,176,0,20,120,240,900
246504331,1076,480,92,0,30,210,84,180
247200201,1715,450,170,330,30,380,130,225
247200221,3548,781,547,971,54,247,168,780
247200251,2362,307,362,0,245,421,183,844
247200271,1509,242,264,0,60,245,33,665
247200281,458,149,204,0,11,12,46,36
247200311,0,0,0,0,0,0,0,0
247200331,0,0,0,0,0,0,0,0
247504321,0,0,0,0,0,0,0,0
248200201,2286,684,403,0,65,304,247,583
248200241,1826,420,315,240,16,426,184,225
248200251,2434,720,240,0,40,550,204,680
248200261,3272,576,284,1200,100,583,217,312
248200291,3330,400,660,1000,100,300,420,450
248200301,293,180,45,0,43,13,12,0
248200351,0,0,0,0,0,0,0,0
248200381,1660,360,170,0,280,450,100,300
248200391,0,0,0,0,0,0,0,0
248501221,1952,480,252,0,120,360,60,680
248501231,2810,600,240,300,780,360,300,230
248501241,4536,840,240,1560,120,480,156,1140
248501251,0,0,0,0,0,0,0,0
248501271,2720,840,204,0,600,360,240,476
248501281,1018,300,180,0,30,230,42,236
248503321,348,150,130,0,48,10,0,10
248503331,2450,840,690,250,10,200,360,100
248503341,293,240,20,0,10,10,3,10
248503351,2940,720,960,0,120,420,360,360
248503391,830,120,120,0,300,10,120,160
248504321,5142,1800,204,1200,48,300,510,1080
248504331,3002,1200,732,360,30,200,250,230
249200201,3402,600,552,0,30,450,420,1350
249200211,2197,780,204,288,15,290,245,375
249200231,900,364,124,0,11,300,36,65
249200251,3128,1200,130,360,120,370,168,780
249200261,4429,625,324,2400,60,360,180,480
249200321,0,0,0,0,0,0,0,0
249200331,0,0,0,0,0,0,0,0
249200371,0,0,0,0,0,0,0,0
249200381,1944,480,480,0,240,180,84,480
249200391,442,78,54,0,240,11,0,59
249503301,975,300,297,0,100,120,48,110
249503321,1598,480,700,30,10,10,168,200
249503331,385,96,108,0,50,15,18,98
249503341,0,0,0,0,0,0,0,0
249503351,0,0,0,0,0,0,0,0
249504351,1580,360,400,0,100,180,120,420
250200221,1370,840,200,0,50,30,70,180
250200241,2916,960,240,120,240,360,156,840
250200271,410,180,63,0,30,10,12,115
250200291,2948,960,308,240,480,120,240,600
250200321,3106,480,540,0,70,1080,336,600
250200341,4370,400,360,1400,30,500,350,1330
250200361,1260,480,264,48,18,60,120,270
250200371,1600,360,400,300,50,150,90,250
250200381,1325,240,240,300,5,180,120,240
250201201,990,240,310,0,20,120,90,210
250201211,2570,800,500,0,20,80,120,1050
250201221,1636,300,360,240,30,360,96,250
250201231,2224,720,305,108,35,300,156,600
250201261,2320,600,300,0,20,500,200,700
250201271,610,100,300,0,80,10,10,110
250201281,2260,960,150,0,50,360,300,440
250201291,2970,400,300,900,30,500,240,600
250201301,1280,190,144,0,642,100,56,148
250201331,1230,480,180,120,0,120,180,150
250201351,227,50,60,0,36,15,10,56
250201371,1740,360,360,0,120,180,120,600
250201381,4380,400,1660,350,50,300,320,1300
250201391,735,120,180,0,300,50,25,60
250300201,0,0,0,0,0,0,0,0
250400301,0,0,0,0,0,0,0,0
250400311,1362,360,192,0,120,240,180,270
250500301,2010,450,100,0,20,80,160,1200
250505341,1624,480,270,0,84,190,120,480
250505351,1856,700,300,0,50,36,120,650
250505361,3850,700,350,1000,50,500,250,1000
250600211,0,0,0,0,0,0,0,0
250600221,0,0,0,0,0,0,0,0
250600231,0,0,0,0,0,0,0,0
250600251,0,0,0,0,0,0,0,0
250600261,0,0,0,0,0,0,0,0
250600271,0,0,0,0,0,0,0,0
250600281,0,0,0,0,0,0,0,0
250600301,0,0,0,0,0,0,0,0
250600311,0,0,0,0,0,0,0,0
250600321,0,0,0,0,0,0,0,0
250600341,0,0,0,0,0,0,0,0
250600351,0,0,0,0,0,0,0,0
250600381,0,0,0,0,0,0,0,0
250600391,0,0,0,0,0,0,0,0
251200201,1860,480,300,0,120,240,60,660
251200211,245,60,60,0,91,10,12,12
251200261,2808,960,304,144,120,360,360,560
251200271,2680,1000,360,50,220,300,300,450
251200281,482,120,96,0,120,60,36,50
251200311,1580,360,360,390,10,120,180,160
251200331,3666,960,480,0,60,150,336,1680
251200341,2310,480,360,150,20,360,240,700
251200351,2880,780,360,720,180,240,120,480
251200391,0,0,0,0,0,0,0,0
251201211,12660,2600,600,4200,250,600,360,4050
251201221,1640,400,300,0,100,200,80,560
251201241,2606,840,155,1150,10,66,110,275
251201261,2195,480,240,0,15,360,300,800
251201281,2192,420,480,0,20,700,372,200
251201321,2600,500,900,0,500,30,70,600
251201331,2200,100,350,0,250,500,250,750
251201341,920,100,212,0,250,146,12,200
251201351,358,50,108,0,50,10,0,140
251201371,3312,480,420,1000,200,12,360,840
251201391,0,0,0,0,0,0,0,0
251502221,444,60,120,0,20,10,24,210
251502231,1400,480,300,0,100,240,60,220
251502241,2460,720,360,0,240,360,180,600
251502251,1960,400,200,360,40,280,200,480
251502271,880,300,120,0,180,180,20,80
251502281,1144,500,132,0,40,60,72,340
251504301,0,0,0,0,0,0,0,0
251504311,0,0,0,0,0,0,0,0
251504321,0,0,0,0,0,0,0,0
251504331,0,0,0,0,0,0,0,0
251504371,820,250,250,130,10,20,100,60
251504381,4740,720,480,1600,100,140,400,1300
251504391,3350,1900,250,0,240,240,120,600
251505351,1810,280,700,400,20,60,120,230
251505361,6128,1800,480,1200,60,720,180,1688
251505371,526,200,180,0,0,20,16,110
251600201,0,0,0,0,0,0,0,0
251600211,0,0,0,0,0,0,0,0
251600231,0,0,0,0,0,0,0,0
251600261,0,0,0,0,0,0,0,0
251600271,0,0,0,0,0,0,0,0
251600281,0,0,0,0,0,0,0,0
251600291,0,0,0,0,0,0,0,0
251600301,0,0,0,0,0,0,0,0
251600311,0,0,0,0,0,0,0,0
251600321,0,0,0,0,0,0,0,0
251600331,0,0,0,0,0,0,0,0
251600351,0,0,0,0,0,0,0,0
251600361,0,0,0,0,0,0,0,0
251600381,0,0,0,0,0,0,0,0
251600391,0,0,0,0,0,0,0,0
252200281,2291,840,300,480,280,96,120,175
252200341,0,0,0,0,0,0,0,0
252200361,0,0,0,0,0,0,0,0
252200391,0,0,0,0,0,0,0,0
252201231,2950,1200,240,250,100,120,120,920
252201251,1494,360,720,0,200,30,84,100
252201291,1058,360,420,0,30,100,48,100
252201321,0,0,0,0,0,0,0,0
252502261,3010,300,300,960,100,300,150,900
252502271,3476,1800,216,240,60,500,260,400
252502291,0,0,0,0,0,0,0,0
252504301,1245,220,190,0,150,200,85,400
252504351,0,0,0,0,0,0,0,0
252504361,0,0,0,0,0,0,0,0
252504371,0,0,0,0,0,0,0,0
252505351,0,0,0,0,0,0,0,0
252505361,0,0,0,0,0,0,0,0
252505371,0,0,0,0,0,0,0,0
252600221,0,0,0,0,0,0,0,0
252600251,2146,600,136,0,310,360,300,440
252600261,2168,480,120,240,18,480,300,530
252600271,1410,480,240,60,60,150,150,270
252600281,987,550,180,0,2,55,90,110
252600291,1074,480,360,0,48,30,36,120
252600301,0,0,0,0,0,0,0,0
252600311,0,0,0,0,0,0,0,0
252600321,0,0,0,0,0,0,0,0
252600331,0,0,0,0,0,0,0,0
252600341,0,0,0,0,0,0,0,0
252600351,0,0,0,0,0,0,0,0
252600361,0,0,0,0,0,0,0,0
252600371,0,0,0,0,0,0,0,0
253200201,410,240,62,0,60,24,24,0
253200211,1198,480,150,0,100,72,276,120
253200241,1258,480,180,0,180,48,120,250
253200271,540,136,204,0,0,12,48,140
253200311,0,0,0,0,0,0,0,0
253200371,0,0,0,0,0,0,0,0
253200381,0,0,0,0,0,0,0,0
253200391,0,0,0,0,0,0,0,0
253201201,2180,940,356,220,100,264,150,150
253201211,1900,480,360,500,50,180,180,150
253201281,1710,700,155,0,5,450,180,220
253502201,0,0,0,0,0,0,0,0
253502211,910,360,120,0,50,30,70,280
253502221,2692,1200,240,0,72,240,240,700
253505351,426,120,132,0,65,15,24,70
253505361,1508,150,468,360,50,100,180,200
253505371,1265,360,300,0,60,300,45,200
253600201,2750,840,250,360,50,250,280,720
254200221,880,240,180,100,120,70,70,100
254200241,1550,360,420,0,20,250,150,350
254200251,2100,480,300,0,240,240,120,720
254200261,989,300,144,0,110,180,180,75
254200291,3066,360,436,300,300,600,370,700
254200311,2946,500,260,550,20,380,366,870
254200321,1744,280,300,0,370,250,144,400
254200331,258,50,75,0,48,20,0,65
254200361,0,0,0,0,0,0,0,0
254200381,0,0,0,0,0,0,0,0
254201201,2930,1000,220,800,60,350,300,200
254201211,960,250,270,0,40,70,80,250
254502201,0,0,0,0,0,0,0,0
254502211,0,0,0,0,0,0,0,0
254502231,0,0,0,0,0,0,0,0
254502241,0,0,0,0,0,0,0,0
254502251,0,0,0,0,0,0,0,0
254502261,5926,960,480,2800,20,406,300,960
254502271,1135,500,300,0,100,50,60,125
254502281,1658,360,240,0,240,70,108,640
254505351,4590,480,500,1200,120,600,240,1450
254505371,2500,600,300,0,360,360,180,700
254505381,0,0,0,0,0,0,0,0
254505391,0,0,0,0,0,0,0,0
255200221,1472,360,32,0,240,240,240,360
255200321,5850,850,500,1000,100,400,1000,2000
255200351,850,200,250,0,120,50,40,190
255502201,2101,720,240,240,5,480,216,200
255502211,2966,1200,240,720,30,240,156,380
255502231,1850,1200,300,0,20,180,120,30
255502241,2700,600,360,120,100,360,120,1040
256200201,375,120,120,0,5,36,84,10
256200301,5266,1800,736,600,180,840,180,930
256200311,960,400,200,0,10,20,80,250
256200321,2468,480,240,700,40,320,288,400
256200331,1915,850,135,0,0,360,120,450
256200351,1706,480,300,360,20,120,156,270
256200371,508,264,96,0,36,18,24,70
256200381,649,200,140,0,108,48,55,98
256200391,1135,300,200,0,180,120,95,240
257200231,830,360,180,0,0,20,120,150
257200241,2054,840,276,350,48,180,240,120
257200251,562,360,24,0,30,60,48,40
257200271,2600,600,360,500,0,240,180,720
257200281,1351,780,63,0,100,150,108,150
257200291,740,240,0,0,240,10,0,250
257200321,5960,1600,480,1400,120,700,360,1300
257200341,1320,300,400,0,150,200,50,220
257200351,1260,200,390,0,250,150,100,170
257200361,710,240,300,0,70,20,30,50
258200211,520,100,180,0,0,20,100,120
258200281,2702,1200,180,180,36,350,156,600
258200321,2950,600,350,600,200,500,300,400
259200211,1980,720,300,120,60,60,240,480
259200321,2910,320,300,0,580,360,100,1250
259200351,504,110,77,0,130,20,19,148
259200361,0,0,0,0,0,0,0,0
259200371,0,0,0,0,0,0,0,0
259200391,888,200,90,0,80,300,18,200
