가구고유번호,소비지출,지출_소비지출_식료품_외식비,지출_소비지출_주거비,지출_소비지출_교육비_보육료포함,지출_소비지출_의료비,지출_소비지출_교통비,지출_소비지출_통신비,지출_소비지출_경조비및기타소비지출
539501211,662,120,180,0,40,30,28,264
539501251,1800,560,300,0,200,110,90,540
539501261,1964,840,188,0,400,20,252,264
539501281,3206,960,264,1200,12,360,240,170
539501291,1680,480,300,0,60,240,120,480
539503351,0,0,0,0,0,0,0,0
539503361,0,0,0,0,0,0,0,0
540200201,0,0,0,0,0,0,0,0
540200321,0,0,0,0,0,0,0,0
540200331,1396,180,144,0,600,100,72,300
540200361,1219,480,120,0,24,30,40,525
540200371,2020,1200,150,0,18,120,192,340
540201231,0,0,0,0,0,0,0,0
540201311,0,0,0,0,0,0,0,0
540201331,1330,150,178,0,650,192,60,100
540201341,1620,400,150,0,400,120,360,190
540201351,679,360,39,0,120,10,0,150
540201391,1136,360,200,0,150,240,96,90
540300301,0,0,0,0,0,0,0,0
540400201,0,0,0,0,0,0,0,0
540400301,495,180,120,0,5,60,30,100
540502221,516,120,144,0,60,24,108,60
540502251,2004,600,244,360,50,240,240,270
540502261,2306,600,460,96,150,360,360,280
540502271,0,0,0,0,0,0,0,0
540502281,1766,545,192,240,120,168,216,285
540502291,2455,420,285,400,20,320,160,850
540505331,208,60,89,0,10,0,29,20
540600201,0,0,0,0,0,0,0,0
540600221,3768,480,1080,0,1500,32,144,532
540600231,1682,540,133,0,17,437,120,435
540600241,3921,860,456,940,60,625,540,440
540600251,2160,600,420,0,120,84,96,840
540600261,3005,840,240,596,60,360,84,825
540600271,1317,720,216,0,90,15,96,180
540600281,3060,840,360,360,120,360,180,840
540600301,0,0,0,0,0,0,0,0
540600361,2182,1080,600,0,10,240,132,120
540600381,0,0,0,0,0,0,0,0
540600391,3580,1500,150,100,50,360,120,1300
541200221,0,0,0,0,0,0,0,0
541200251,0,0,0,0,0,0,0,0
541200281,0,0,0,0,0,0,0,0
541200361,1580,600,200,0,10,200,160,410
541200371,1060,360,240,0,40,140,60,220
541201351,765,360,0,0,130,0,120,155
541502201,2764,500,300,0,36,360,248,1320
541502291,0,0,0,0,0,0,0,0
541600201,2229,840,156,0,237,180,96,720
541600221,2200,841,180,0,323,613,54,189
541600241,2645,480,27,840,200,336,192,570
541600251,2950,720,264,960,10,240,156,600
541600261,3930,1442,312,962,123,305,302,484
541600271,0,0,0,0,0,0,0,0
541600281,0,0,0,0,0,0,0,0
541600291,595,123,125,0,55,96,16,180
541600301,2448,600,276,360,480,240,132,360
541600311,240,124,0,0,28,0,28,60
541600321,3278,840,288,1500,30,30,240,350
541600331,1240,600,180,0,10,120,180,150
541600371,2980,960,300,600,0,400,240,480
541600381,7676,1800,3960,480,700,340,96,300
542200201,0,0,0,0,0,0,0,0
542200211,0,0,0,0,0,0,0,0
542200251,0,0,0,0,0,0,0,0
542200281,0,0,0,0,0,0,0,0
542200301,0,0,0,0,0,0,0,0
542200321,0,0,0,0,0,0,0,0
542200331,0,0,0,0,0,0,0,0
542200341,0,0,0,0,0,0,0,0
542200381,400,56,180,0,128,14,12,10
542200391,1384,50,600,0,0,144,360,230
542201311,3704,960,204,1170,100,480,180,610
542502211,0,0,0,0,0,0,0,0
542502231,0,0,0,0,0,0,0,0
542502241,0,0,0,0,0,0,0,0
542502251,0,0,0,0,0,0,0,0
542502261,2400,360,240,0,240,600,240,720
542600201,2989,620,355,812,162,283,165,592
542600211,2330,600,300,480,20,260,250,420
542600221,3132,1080,180,816,84,156,216,600
542600301,372,120,60,0,60,12,24,96
542600311,1470,240,180,480,100,100,120,250
542600321,1060,240,150,0,200,120,50,300
542600331,510,100,160,0,20,150,30,50
542600341,1014,600,66,0,0,240,38,70
542600361,0,0,0,0,0,0,0,0
543200241,0,0,0,0,0,0,0,0
543200261,0,0,0,0,0,0,0,0
543200291,0,0,0,0,0,0,0,0
543200301,712,160,120,0,12,120,180,120
543200311,481,240,120,0,14,18,24,65
543200321,3676,800,360,1200,240,240,336,500
543200351,0,0,0,0,0,0,0,0
543200361,0,0,0,0,0,0,0,0
543200391,0,0,0,0,0,0,0,0
544200201,0,0,0,0,0,0,0,0
544200211,0,0,0,0,0,0,0,0
544200221,0,0,0,0,0,0,0,0
544200231,0,0,0,0,0,0,0,0
544200291,0,0,0,0,0,0,0,0
544200301,0,0,0,0,0,0,0,0
544200311,0,0,0,0,0,0,0,0
544200341,3450,1000,400,300,90,400,200,1060
544200351,312,180,60,0,2,16,24,30
544200391,0,0,0,0,0,0,0,0
545200201,0,0,0,0,0,0,0,0
545200221,0,0,0,0,0,0,0,0
545200251,0,0,0,0,0,0,0,0
545200261,0,0,0,0,0,0,0,0
545200271,0,0,0,0,0,0,0,0
545200291,0,0,0,0,0,0,0,0
545200301,0,0,0,0,0,0,0,0
545200311,0,0,0,0,0,0,0,0
545200331,0,0,0,0,0,0,0,0
545200341,0,0,0,0,0,0,0,0
545200381,0,0,0,0,0,0,0,0
545200391,0,0,0,0,0,0,0,0
546200221,0,0,0,0,0,0,0,0
546200251,0,0,0,0,0,0,0,0
546200271,0,0,0,0,0,0,0,0
546200281,0,0,0,0,0,0,0,0
546200321,3020,1200,360,0,360,140,240,720
546200351,2000,720,240,420,60,120,150,290
546200361,3820,1080,420,300,700,360,420,540
546200381,2776,480,260,800,36,480,360,360
546504301,0,0,0,0,0,0,0,0
546504311,0,0,0,0,0,0,0,0
546504321,0,0,0,0,0,0,0,0
547200211,0,0,0,0,0,0,0,0
547200221,0,0,0,0,0,0,0,0
547200241,0,0,0,0,0,0,0,0
547200251,0,0,0,0,0,0,0,0
547200281,0,0,0,0,0,0,0,0
547200291,0,0,0,0,0,0,0,0
547200301,2372,700,60,0,80,700,132,700
547200311,1170,200,100,0,500,20,50,300
547200321,419,240,60,0,50,7,12,50
547200331,192,30,80,0,36,0,10,36
547200361,323,240,50,0,5,3,0,25
547504321,843,360,211,0,0,144,108,20
547504331,595,240,72,0,7,240,36,0
548200221,0,0,0,0,0,0,0,0
548200231,0,0,0,0,0,0,0,0
548200291,0,0,0,0,0,0,0,0
548200301,0,0,0,0,0,0,0,0
548200351,467,240,116,0,15,10,36,50
548200381,0,0,0,0,0,0,0,0
548200391,2170,760,200,0,360,400,80,370
548501211,0,0,0,0,0,0,0,0
548501231,0,0,0,0,0,0,0,0
548501251,1438,360,234,0,60,350,84,350
548501261,0,0,0,0,0,0,0,0
548501271,0,0,0,0,0,0,0,0
548503321,0,0,0,0,0,0,0,0
548503331,0,0,0,0,0,0,0,0
548503341,3800,480,300,200,400,400,120,1900
548503361,0,0,0,0,0,0,0,0
548503391,0,0,0,0,0,0,0,0
548504311,925,240,165,0,160,180,180,0
548504321,0,0,0,0,0,0,0,0
549200221,0,0,0,0,0,0,0,0
549200241,0,0,0,0,0,0,0,0
549200251,0,0,0,0,0,0,0,0
549200261,0,0,0,0,0,0,0,0
549200301,642,180,240,0,120,60,12,30
549200311,786,240,400,0,56,30,60,0
549200331,3110,720,240,300,150,300,150,1250
549200351,1286,120,500,300,60,12,144,150
549200371,1740,1080,180,0,60,120,60,240
549503311,0,0,0,0,0,0,0,0
549503341,388,70,82,0,96,70,0,70
550200201,0,0,0,0,0,0,0,0
550200211,0,0,0,0,0,0,0,0
550200221,0,0,0,0,0,0,0,0
550200231,0,0,0,0,0,0,0,0
550200241,0,0,0,0,0,0,0,0
550200251,0,0,0,0,0,0,0,0
550200261,0,0,0,0,0,0,0,0
550200281,0,0,0,0,0,0,0,0
550200291,0,0,0,0,0,0,0,0
550200311,0,0,0,0,0,0,0,0
550200341,0,0,0,0,0,0,0,0
550200361,0,0,0,0,0,0,0,0
550200371,0,0,0,0,0,0,0,0
550200381,0,0,0,0,0,0,0,0
550201211,0,0,0,0,0,0,0,0
550201221,0,0,0,0,0,0,0,0
550201241,0,0,0,0,0,0,0,0
550201251,0,0,0,0,0,0,0,0
550201261,0,0,0,0,0,0,0,0
550201281,0,0,0,0,0,0,0,0
550201301,0,0,0,0,0,0,0,0
550201321,0,0,0,0,0,0,0,0
550201351,0,0,0,0,0,0,0,0
550201381,0,0,0,0,0,0,0,0
550201391,0,0,0,0,0,0,0,0
550400201,0,0,0,0,0,0,0,0
550400211,0,0,0,0,0,0,0,0
550505341,0,0,0,0,0,0,0,0
550600201,1662,360,102,0,900,120,100,80
550600211,1230,360,160,350,3,246,91,20
550600221,416,120,154,0,50,10,10,72
550600241,3480,1800,420,0,120,360,300,480
550600291,756,360,120,0,150,10,36,80
550600301,1068,240,192,0,240,120,96,180
550600321,929,480,144,0,5,72,48,180
550600331,3694,1200,240,1000,50,240,414,550
550600361,1200,240,120,0,60,240,360,180
550600371,964,480,148,0,24,60,12,240
550600381,4861,1800,360,840,60,360,180,1261
550600391,2276,840,300,0,60,240,108,728
551200201,0,0,0,0,0,0,0,0
551200211,0,0,0,0,0,0,0,0
551200241,0,0,0,0,0,0,0,0
551200251,0,0,0,0,0,0,0,0
551200261,0,0,0,0,0,0,0,0
551200271,0,0,0,0,0,0,0,0
551200281,0,0,0,0,0,0,0,0
551200311,0,0,0,0,0,0,0,0
551200321,0,0,0,0,0,0,0,0
551200351,0,0,0,0,0,0,0,0
551200381,0,0,0,0,0,0,0,0
551200391,5310,1280,480,1260,70,600,240,1380
551201201,0,0,0,0,0,0,0,0
551201211,0,0,0,0,0,0,0,0
551201231,0,0,0,0,0,0,0,0
551201241,0,0,0,0,0,0,0,0
551201251,0,0,0,0,0,0,0,0
551201311,0,0,0,0,0,0,0,0
551201321,0,0,0,0,0,0,0,0
551201331,0,0,0,0,0,0,0,0
551201341,0,0,0,0,0,0,0,0
551201351,0,0,0,0,0,0,0,0
551201371,0,0,0,0,0,0,0,0
551201391,932,180,150,0,120,240,72,170
551502211,0,0,0,0,0,0,0,0
551502241,0,0,0,0,0,0,0,0
551502251,0,0,0,0,0,0,0,0
551502261,0,0,0,0,0,0,0,0
551502271,0,0,0,0,0,0,0,0
551504301,1074,360,156,0,130,240,48,140
551504311,1893,220,150,650,28,380,185,280
551504321,273,70,80,0,30,25,38,30
551504371,0,0,0,0,0,0,0,0
551504381,0,0,0,0,0,0,0,0
551505331,0,0,0,0,0,0,0,0
551505341,0,0,0,0,0,0,0,0
551505351,0,0,0,0,0,0,0,0
551505361,0,0,0,0,0,0,0,0
551600201,2565,480,231,1300,10,240,204,100
551600211,2700,720,120,0,60,240,240,1320
551600221,3440,450,400,1000,30,900,360,300
551600241,5064,600,360,2400,300,360,144,900
551600261,2850,700,320,200,30,600,300,700
551600271,1512,420,180,600,12,60,120,120
551600291,295,0,5,0,70,70,90,60
551600311,2120,500,460,0,100,240,70,750
551600321,3543,750,300,360,351,150,192,1440
551600331,500,250,120,0,5,12,48,65
551600341,1000,350,400,0,30,80,50,90
551600351,720,150,200,0,250,30,5,85
551600361,1492,460,72,0,350,250,120,240
551600371,2530,480,250,600,10,700,240,250
551600381,1465,480,384,0,40,360,91,110
551600391,1250,600,360,0,60,10,120,100
552200221,0,0,0,0,0,0,0,0
552200271,0,0,0,0,0,0,0,0
552200341,318,130,60,0,22,20,6,80
552200361,1640,600,198,66,120,296,210,150
552200371,455,300,0,0,35,40,0,80
552200381,965,300,140,0,300,100,15,110
552200391,1700,250,330,0,110,100,160,750
552201211,0,0,0,0,0,0,0,0
552201281,0,0,0,0,0,0,0,0
552201291,0,0,0,0,0,0,0,0
552201321,550,180,120,0,90,60,0,100
552201331,500,240,180,0,0,50,20,10
552502261,0,0,0,0,0,0,0,0
552502271,396,160,84,0,60,36,36,20
552502281,2002,840,310,0,36,240,96,480
552502291,1551,600,132,0,35,60,84,640
552504301,0,0,0,0,0,0,0,0
552504341,470,50,200,0,130,20,40,30
552504351,326,60,96,0,0,36,24,110
552505341,1087,240,220,0,80,15,72,460
552505351,995,480,240,0,15,60,50,150
552505361,1090,420,230,0,20,10,50,360
552505371,862,360,210,0,100,60,12,120
552600201,1715,650,600,0,10,120,130,205
552600221,3990,1800,180,1200,50,120,120,520
552600241,0,0,0,0,0,0,0,0
552600251,0,0,0,0,0,0,0,0
552600271,0,0,0,0,0,0,0,0
552600281,0,0,0,0,0,0,0,0
552600291,0,0,0,0,0,0,0,0
552600301,3280,980,480,120,100,960,300,340
552600311,2772,360,300,700,12,720,240,440
552600321,1966,1200,84,0,48,150,84,400
552600331,817,360,90,0,40,30,27,270
552600341,1505,600,163,0,50,120,222,350
552600351,1352,240,360,0,360,144,78,170
552600371,210,50,80,0,20,15,20,25
552600381,1751,720,81,0,150,480,120,200
553200201,0,0,0,0,0,0,0,0
553200211,0,0,0,0,0,0,0,0
553200241,0,0,0,0,0,0,0,0
553200251,0,0,0,0,0,0,0,0
553200261,0,0,0,0,0,0,0,0
553200271,0,0,0,0,0,0,0,0
553200301,714,300,240,0,0,60,24,90
553200311,786,300,120,0,120,60,36,150
553200351,2870,800,250,800,20,150,250,600
553200371,1284,750,60,0,100,240,84,50
553200381,540,250,180,0,50,10,30,20
553201211,0,0,0,0,0,0,0,0
553201241,0,0,0,0,0,0,0,0
553201251,0,0,0,0,0,0,0,0
553201271,0,0,0,0,0,0,0,0
553201281,0,0,0,0,0,0,0,0
553201291,0,0,0,0,0,0,0,0
553502201,2090,960,150,120,60,320,200,280
553502221,1267,360,528,0,5,50,180,144
553502291,3970,1000,300,1500,60,360,300,450
553505361,0,0,0,0,0,0,0,0
553505371,0,0,0,0,0,0,0,0
554200241,0,0,0,0,0,0,0,0
554200251,0,0,0,0,0,0,0,0
554200281,0,0,0,0,0,0,0,0
554200291,0,0,0,0,0,0,0,0
554200311,0,0,0,0,0,0,0,0
554200321,0,0,0,0,0,0,0,0
554200361,857,180,150,0,360,37,30,100
554200381,850,200,120,0,50,60,50,370
554200391,2930,900,500,0,50,400,130,950
554201211,0,0,0,0,0,0,0,0
554502201,2904,600,264,840,60,480,360,300
554502231,1154,500,84,0,100,130,170,170
554502241,3410,1200,180,1000,10,360,300,360
554502261,0,0,0,0,0,0,0,0
554502291,0,0,0,0,0,0,0,0
554505341,0,0,0,0,0,0,0,0
554505351,0,0,0,0,0,0,0,0
554505361,0,0,0,0,0,0,0,0
554505381,1600,480,120,0,100,150,100,650
555200311,0,0,0,0,0,0,0,0
555200321,0,0,0,0,0,0,0,0
555200351,0,0,0,0,0,0,0,0
555200361,0,0,0,0,0,0,0,0
555200391,0,0,0,0,0,0,0,0
555502201,0,0,0,0,0,0,0,0
555502211,0,0,0,0,0,0,0,0
555502221,0,0,0,0,0,0,0,0
555502231,1730,600,360,0,60,180,180,350
555502241,0,0,0,0,0,0,0,0
556200201,0,0,0,0,0,0,0,0
556200261,0,0,0,0,0,0,0,0
556200271,0,0,0,0,0,0,0,0
556200291,0,0,0,0,0,0,0,0
556200301,0,0,0,0,0,0,0,0
556200311,0,0,0,0,0,0,0,0
556200321,0,0,0,0,0,0,0,0
556200341,0,0,0,0,0,0,0,0
556200381,0,0,0,0,0,0,0,0
557200201,0,0,0,0,0,0,0,0
557200211,0,0,0,0,0,0,0,0
557200261,0,0,0,0,0,0,0,0
557200271,0,0,0,0,0,0,0,0
557200321,0,0,0,0,0,0,0,0
557200331,0,0,0,0,0,0,0,0
557200341,0,0,0,0,0,0,0,0
557200351,0,0,0,0,0,0,0,0
557200371,0,0,0,0,0,0,0,0
558200271,0,0,0,0,0,0,0,0
558200311,0,0,0,0,0,0,0,0
559200201,0,0,0,0,0,0,0,0
559200211,0,0,0,0,0,0,0,0
559200251,0,0,0,0,0,0,0,0
559200261,0,0,0,0,0,0,0,0
559200291,0,0,0,0,0,0,0,0
559200311,0,0,0,0,0,0,0,0
559200341,0,0,0,0,0,0,0,0
559200351,1650,420,280,0,50,240,156,504
559200361,2194,420,270,0,92,600,62,750
559200371,2684,670,320,240,380,210,144,720
560200201,0,0,0,0,0,0,0,0
560200211,0,0,0,0,0,0,0,0
560200251,0,0,0,0,0,0,0,0
560200291,0,0,0,0,0,0,0,0
560200321,970,360,216,0,60,20,144,170
560200331,477,216,56,0,6,6,19,174
560200351,2370,480,280,840,10,120,360,280
560200381,2190,360,720,200,60,180,360,310
560201311,0,0,0,0,0,0,0,0
560201341,0,0,0,0,0,0,0,0
560201361,1474,360,100,0,240,360,54,360
560201391,0,0,0,0,0,0,0,0
560300201,0,0,0,0,0,0,0,0
560300301,0,0,0,0,0,0,0,0
560600201,1565,480,180,0,420,84,31,370
560600211,1152,400,250,0,10,350,72,70
560600231,2670,1200,240,600,60,180,240,150
560600241,2340,1200,240,120,120,360,60,240
560600261,1620,360,240,0,60,360,120,480
560600281,876,360,42,0,12,120,42,300
560600301,0,0,0,0,0,0,0,0
560600311,3254,480,144,780,20,480,240,1110
560600321,2229,600,609,0,0,360,300,360
560600331,4339,1130,285,1200,224,540,240,720
560600341,1386,240,276,0,0,360,180,330
560600351,830,240,48,0,42,180,150,170
560600361,286,120,48,0,84,10,12,12
560600371,1910,240,100,360,500,180,360,170
560600381,2180,240,240,320,50,350,480,500
560600391,1740,360,240,0,240,240,180,480
561200251,0,0,0,0,0,0,0,0
561200271,0,0,0,0,0,0,0,0
561200281,0,0,0,0,0,0,0,0
561200291,0,0,0,0,0,0,0,0
561200301,2676,480,696,300,200,480,360,160
561200311,804,330,200,0,12,140,48,74
561200321,3516,760,276,1500,60,240,240,440
561200331,5128,900,524,2500,100,180,504,420
561200341,4400,360,188,2400,72,600,300,480
561200391,1160,240,150,0,120,180,240,230
561201351,804,200,120,0,24,300,60,100
561201361,989,180,54,0,22,180,96,457
561201371,313,82,66,0,25,48,12,80
561201381,952,360,254,0,204,30,24,80
561201391,860,240,90,0,200,50,40,240
561600201,2720,700,360,0,100,300,360,900
561600211,1942,240,60,0,1000,180,72,390
561600221,2190,720,920,0,124,72,180,174
561600251,0,0,0,0,0,0,0,0
561600271,0,0,0,0,0,0,0,0
561600291,1996,420,660,360,36,120,120,280
561600301,3330,1332,248,360,20,600,460,310
561600311,2892,600,960,828,30,180,204,90
561600321,1498,360,456,72,20,130,240,220
561600331,1402,600,120,0,10,240,72,360
561600341,2574,600,644,0,100,360,120,750
561600351,1990,700,264,180,10,360,276,200
561600361,426,180,96,0,5,15,10,120
561600371,1264,120,250,0,2,242,288,362
561600381,894,240,450,0,100,30,24,50
561600391,964,130,81,0,450,25,18,260
562200231,0,0,0,0,0,0,0,0
562200251,0,0,0,0,0,0,0,0
562200261,0,0,0,0,0,0,0,0
562200311,2480,600,300,0,300,370,260,650
562200331,925,200,60,300,30,115,50,170
562200341,1092,190,130,0,300,50,72,350
562200351,646,200,180,0,20,60,72,114
562504371,2440,540,240,180,360,240,300,580
562600201,0,0,0,0,0,0,0,0
562600301,683,216,82,0,45,25,35,280
562600311,594,120,180,0,120,18,36,120
562600321,632,240,110,0,90,11,10,171
562600341,420,60,150,0,100,20,30,60
562600351,1945,624,220,0,98,355,68,580
562600361,3333,350,174,800,94,420,405,1090
562600371,1664,480,276,0,20,240,228,420
563200201,0,0,0,0,0,0,0,0
563200211,0,0,0,0,0,0,0,0
563200281,0,0,0,0,0,0,0,0
563200291,0,0,0,0,0,0,0,0
563200311,0,0,0,0,0,0,0,0
563200371,0,0,0,0,0,0,0,0
563200381,0,0,0,0,0,0,0,0
563200391,0,0,0,0,0,0,0,0
563502231,0,0,0,0,0,0,0,0
563502241,0,0,0,0,0,0,0,0
563502251,0,0,0,0,0,0,0,0
563502261,0,0,0,0,0,0,0,0
563502271,0,0,0,0,0,0,0,0
563504311,4464,600,204,2400,60,300,240,660
563504321,2807,600,180,660,36,366,240,725
563504331,3820,600,800,120,1000,100,300,900
563504341,3409,2400,120,0,120,360,39,370
563504391,1550,480,180,0,240,240,120,290
564200231,0,0,0,0,0,0,0,0
564200251,0,0,0,0,0,0,0,0
564200281,0,0,0,0,0,0,0,0
564200301,0,0,0,0,0,0,0,0
564200311,0,0,0,0,0,0,0,0
564200361,0,0,0,0,0,0,0,0
564200371,0,0,0,0,0,0,0,0
564200381,0,0,0,0,0,0,0,0
564504361,0,0,0,0,0,0,0,0
565200211,0,0,0,0,0,0,0,0
565200221,0,0,0,0,0,0,0,0
565200241,0,0,0,0,0,0,0,0
565200271,0,0,0,0,0,0,0,0
565200321,0,0,0,0,0,0,0,0
565200331,0,0,0,0,0,0,0,0
565200341,0,0,0,0,0,0,0,0
565200371,0,0,0,0,0,0,0,0
565200391,392,186,92,0,0,12,42,60
565502231,3797,820,340,735,110,424,368,1000
565502251,796,360,180,0,60,120,36,40
565502261,2634,1020,212,372,100,360,240,330
565502271,1028,360,260,0,10,60,180,158
565504331,354,180,132,0,0,12,6,24
565504341,621,180,142,20,5,72,82,120
565504351,884,120,222,0,10,360,12,160
566200201,0,0,0,0,0,0,0,0
566200271,0,0,0,0,0,0,0,0
566200281,0,0,0,0,0,0,0,0
566200331,0,0,0,0,0,0,0,0
566200341,0,0,0,0,0,0,0,0
566200361,3230,1500,220,400,100,160,300,550
566200381,0,0,0,0,0,0,0,0
566200391,0,0,0,0,0,0,0,0
566504331,0,0,0,0,0,0,0,0
566504341,0,0,0,0,0,0,0,0
566504351,0,0,0,0,0,0,0,0
566504361,0,0,0,0,0,0,0,0
567200201,0,0,0,0,0,0,0,0
567200211,0,0,0,0,0,0,0,0
567200221,0,0,0,0,0,0,0,0
567200301,0,0,0,0,0,0,0,0
567200311,0,0,0,0,0,0,0,0
567200331,0,0,0,0,0,0,0,0
567200351,0,0,0,0,0,0,0,0
567200371,0,0,0,0,0,0,0,0
567200381,0,0,0,0,0,0,0,0
567200391,0,0,0,0,0,0,0,0
567502251,0,0,0,0,0,0,0,0
567502271,630,240,60,0,100,100,60,70
567504341,2407,322,148,450,177,396,150,764
567504351,640,200,60,0,40,30,60,250
567504371,6780,1600,720,1520,70,1100,310,1460
568200301,0,0,0,0,0,0,0,0
568200311,0,0,0,0,0,0,0,0
568504351,2892,550,262,0,380,820,180,700
568504371,2220,960,620,0,0,260,180,200
568504381,1332,240,444,0,0,240,48,360
569200311,2290,600,196,0,100,240,324,830
569200321,2480,1200,480,0,120,200,180,300
569200331,0,0,0,0,0,0,0,0
569200351,0,0,0,0,0,0,0,0
569504371,2256,360,240,600,10,240,156,650
570200301,1576,200,240,400,36,120,360,220
570200331,1048,100,70,0,800,10,24,44
570200341,3306,1000,588,0,366,132,300,920
570200351,2759,960,197,1128,10,194,190,80
570200371,3283,780,168,1050,325,300,210,450
570200381,1151,600,120,0,35,60,36,300
570200391,1300,480,240,0,400,60,60,60
570201321,0,0,0,0,0,0,0,0
570201331,0,0,0,0,0,0,0,0
570201351,0,0,0,0,0,0,0,0
570201371,1280,470,180,0,80,260,110,180
570201381,1360,300,150,0,600,80,60,170
570300301,0,0,0,0,0,0,0,0
570505371,767,300,180,0,60,11,36,180
570600301,0,0,0,0,0,0,0,0
570600311,5320,1200,360,1920,100,840,300,600
570600331,2310,200,180,1060,90,200,190,390
570600341,610,120,342,0,10,10,88,40
570600351,1876,480,228,183,10,135,240,600
570600361,1170,480,0,300,30,180,60,120
570600371,765,360,70,0,15,0,40,280
570600391,1297,360,80,0,360,360,57,80
571200301,1968,1200,336,0,30,48,204,150
571200311,0,0,0,0,0,0,0,0
571200321,0,0,0,0,0,0,0,0
571200331,0,0,0,0,0,0,0,0
571200361,0,0,0,0,0,0,0,0
571201351,0,0,0,0,0,0,0,0
571201361,4618,480,252,960,30,2216,300,380
571504331,0,0,0,0,0,0,0,0
571504351,0,0,0,0,0,0,0,0
571504361,0,0,0,0,0,0,0,0
571505371,6260,3200,300,0,300,600,240,1620
571505381,490,240,70,0,60,12,84,24
571600301,1496,480,636,0,20,80,50,230
571600321,2834,960,200,0,300,300,264,810
571600341,2654,240,940,450,50,240,294,440
571600351,2370,960,180,360,100,180,180,410
571600361,3580,1440,300,350,120,480,240,650
571600371,1455,600,410,0,20,25,250,150
571600381,817,360,202,0,36,40,110,69
571600391,2281,120,193,0,100,540,108,1220
572200371,4210,600,360,1600,400,250,300,700
572200391,0,0,0,0,0,0,0,0
572504311,0,0,0,0,0,0,0,0
572504321,0,0,0,0,0,0,0,0
572504331,0,0,0,0,0,0,0,0
572505381,0,0,0,0,0,0,0,0
572505391,0,0,0,0,0,0,0,0
572600301,1700,300,200,100,100,400,200,400
572600331,372,200,72,0,50,12,28,10
572600341,1900,500,300,0,50,400,150,500
572600351,2150,500,150,0,300,500,150,550
572600361,299,190,12,0,0,50,24,23
572600371,490,100,120,0,0,0,120,150
572600381,770,100,150,0,200,0,120,200
573200301,0,0,0,0,0,0,0,0
573200311,0,0,0,0,0,0,0,0
573200361,0,0,0,0,0,0,0,0
573200371,0,0,0,0,0,0,0,0
573200381,0,0,0,0,0,0,0,0
573505301,0,0,0,0,0,0,0,0
573505381,782,306,186,0,0,170,60,60
573505391,3100,1200,360,720,120,360,240,100
574200311,756,240,240,0,150,50,36,40
574200321,1610,400,350,200,10,150,150,350
574200341,2216,670,253,360,5,500,268,160
574200351,1920,360,240,0,120,360,240,600
574505301,533,240,84,0,48,36,0,125
574505311,1730,720,100,0,150,360,80,320
574505381,980,270,400,0,50,90,40,130
574505391,1620,540,120,0,240,180,180,360
575200351,3235,360,540,1200,120,500,140,375
575200371,3820,1200,260,0,150,350,60,1800
575200381,508,200,150,0,24,10,24,100
575200391,2710,550,260,400,20,550,420,510
575505301,589,120,93,0,30,40,36,270
575505321,712,50,160,0,0,204,168,130
576200301,2950,600,300,900,100,300,150,600
576200321,2360,600,360,720,10,360,240,70
576200341,0,0,0,0,0,0,0,0
576200351,0,0,0,0,0,0,0,0
576200361,0,0,0,0,0,0,0,0
576200381,0,0,0,0,0,0,0,0
577200311,4740,1800,480,960,60,240,480,720
577200341,1888,600,256,0,300,132,90,510
577200351,804,360,146,0,60,60,48,130
577200371,4730,1200,600,1000,500,400,400,630
577200381,293,60,82,0,50,38,18,45
578200361,2356,840,230,480,100,360,216,130
578200391,2300,600,660,500,30,100,120,290
579200321,1560,600,150,0,20,240,150,400
579200331,2750,600,800,300,70,240,240,500
579200351,0,0,0,0,0,0,0,0
579200361,0,0,0,0,0,0,0,0
579200371,0,0,0,0,0,0,0,0
579200391,0,0,0,0,0,0,0,0
579504381,2325,780,308,0,150,614,297,176
580200301,2850,960,240,650,0,240,240,520
580200311,672,144,31,0,203,78,60,156
580200391,0,0,0,0,0,0,0,0
580201301,3770,610,590,1100,60,420,300,690
580201331,1536,360,276,0,60,240,180,420
580201361,0,0,0,0,0,0,0,0
580201371,0,0,0,0,0,0,0,0
580201381,0,0,0,0,0,0,0,0
580201391,0,0,0,0,0,0,0,0
580400301,1493,530,183,0,250,142,148,240
580505311,0,0,0,0,0,0,0,0
580600301,0,0,0,0,0,0,0,0
580600311,82,60,12,0,0,0,10,0
580600321,1885,410,192,600,12,160,336,175
580600341,2506,1200,116,0,50,360,360,420
580600361,516,120,218,0,72,10,36,60
580600371,1794,600,84,0,10,360,240,500
580600381,380,200,130,0,0,10,20,20
581200301,0,0,0,0,0,0,0,0
581200341,0,0,0,0,0,0,0,0
581200381,0,0,0,0,0,0,0,0
581201311,0,0,0,0,0,0,0,0
581201381,0,0,0,0,0,0,0,0
581201391,0,0,0,0,0,0,0,0
581600301,4380,900,700,1200,300,150,230,900
581600311,3066,720,156,1440,240,240,60,210
581600321,0,0,0,0,0,0,0,0
581600331,0,0,0,0,0,0,0,0
581600341,0,0,0,0,0,0,0,0
581600351,0,0,0,0,0,0,0,0
581600371,4400,1200,120,1800,60,240,240,740
581600391,3154,420,624,0,1300,180,360,270
582200311,430,120,144,0,60,10,24,72
582200321,1074,180,300,0,360,72,72,90
582200331,3910,380,590,1250,40,560,320,770
582200341,4260,840,900,1200,10,540,390,380
582200351,0,0,0,0,0,0,0,0
582200391,1336,200,100,0,700,100,36,200
